iso,year,log_gdppc,bottom40_share
AUT,2013,10.688561184309245,21.2
AUT,2014,10.688275337993321,21.2
AUT,2015,10.690016418660566,21.1
AUT,2016,10.700153635335925,20.9
AUT,2017,10.715675612695888,21.3
AUT,2018,10.735343554098822,20.9
AUT,2019,10.748294360955562,21.200000000000003
AUT,2020,10.678875753026356,21.4
AUT,2021,10.72257647213907,21.0
AUT,2022,10.764950837219436,21.2
AUT,2023,10.747162675814796,20.9
AZE,1995,7.021359531605765,19.1
AZE,2001,7.40302248303462,18.9
AZE,2002,7.485757112532376,25.200000000000003
AZE,2003,7.5753826230351535,24.1
AZE,2004,7.655131796672319,24.7
AZE,2005,7.891468689996056,24.700000000000003
BEL,1985,10.154843678737068,24.1
BEL,1988,10.23747405573907,23.9
BEL,1992,10.32143689180028,24.1
