iso,year,log_gdppc,gini
FIN,2012,10.680698603596396,27.1
FIN,2013,10.666245645191548,27.2
FIN,2014,10.657317894845738,26.8
FIN,2015,10.658678246085698,27.1
FIN,2016,10.68119819509062,27.1
FIN,2017,10.711351303153466,27.4
FIN,2018,10.721884069873319,27.3
FIN,2019,10.734189259287104,27.7
FIN,2020,10.70752697299843,27.1
FIN,2021,10.731865674190225,27.7
FIN,2022,10.736747683651803,27.9
FIN,2023,10.718774518542816,27.4
FRA,1970,9.747819178900341,37.1
FRA,1975,9.899698995378332,35.9
FRA,1979,10.034175228434984,34.0
FRA,1984,10.090050834547268,33.4
FRA,1990,10.239708870077546,32.1
FRA,1996,10.298356000726578,32.0
FRA,1997,10.319744975933151,31.9
FRA,1998,10.349982869744483,31.7
FRA,1999,10.378252352768595,32.5
FRA,2000,10.41196455938631,32.6
FRA,2001,10.423491143620433,32.5
FRA,2002,10.426841714324294,31.8
FRA,2003,10.429417063317526,31.4
FRA,2004,10.450369670643694,30.6
FRA,2005,10.46156035781355,29.8
FRA,2006,10.481375840933726,29.7
FRA,2007,10.500183536717612,32.4
FRA,2008,10.498397836691959,33.0
FRA,2009,10.46461223230059,32.7
FRA,2010,10.479488279806773,33.7
FRA,2011,10.498745023373234,33.3
FRA,2012,10.495744539126457,33.1
FRA,2013,10.498362554628631,32.5
FRA,2014,10.503542950822526,32.3
FRA,2015,10.510598309049092,32.7
FRA,2016,10.516523159928422,31.9
FRA,2017,10.534243183775834,31.6
FRA,2018,10.546983342576375,32.4
FRA,2019,10.563729425368221,31.2
FRA,2020,10.483163766260127,30.7
FRA,2021,10.546153139940396,31.5
FRA,2022,10.567935067766882,31.2
FRA,2023,10.579473701890324,31.8
GBR,1968,9.84164892955919,26.8
GBR,1969,9.85669665738178,27.9
GBR,1970,9.879434919055969,28.0
GBR,1971,9.895105365475754,29.3
GBR,1972,9.927336448650737,28.8
GBR,1973,9.995988963892128,28.8
GBR,1974,9.978418723406538,29.0
GBR,1975,9.97170124353255,27.9
GBR,1976,9.999607739649743,27.6
GBR,1977,10.023295039751096,27.1
GBR,1978,10.056708845131288,27.2
GBR,1979,10.082908811273999,27.4
GBR,1980,10.059681685874784,28.5
GBR,1981,10.046010529294433,29.7
GBR,1982,10.067083608355079,29.9
GBR,1983,10.102344714891201,29.8
GBR,1984,10.127120880115712,29.2
GBR,1985,10.160212541006658,30.4
GBR,1986,10.197235701286083,31.9
GBR,1987,10.239720112590565,33.9
GBR,1988,10.28659532256088,34.3
GBR,1989,10.306550317089005,33.4
GBR,1990,10.311323466784343,35.7
GBR,1991,10.295222343281756,35.0
GBR,1992,10.305382216834882,35.0
GBR,1993,10.337294276206352,35.1
GBR,1994,10.383094771593255,36.0
GBR,1995,10.41517329011568,35.5
GBR,1996,10.43844014324964,35.3
GBR,1997,10.483511123360252,35.7
GBR,1998,10.51254441599142,36.6
GBR,1999,10.53822977803471,36.8
GBR,2000,10.578906935959393,38.9
GBR,2001,10.598686026147227,37.1
GBR,2002,10.611398533105135,35.1
GBR,2003,10.638420192766988,34.9
GBR,2004,10.655724551877935,34.8
GBR,2005,10.676382694300225,35.5
GBR,2006,10.690694098683508,35.9
GBR,2007,10.711795251008132,34.4
GBR,2008,10.703430685941642,35.4
GBR,2009,10.648907150700913,35.1
GBR,2010,10.663421993615653,33.7
GBR,2011,10.664085262516195,33.2
GBR,2012,10.672129437639674,33.1
GBR,2013,10.68248836713804,32.7
GBR,2014,10.706129570954941,33.1
GBR,2015,10.720091425900469,33.3
GBR,2016,10.733974395454329,33.1
GBR,2017,10.758316647036539,32.6
GBR,2018,10.768826194480233,33.7
GBR,2019,10.776179814785435,32.8
GBR,2020,10.668607408899039,32.7
GBR,2021,10.747024927230289,32.4
GEO,1996,7.079288185532387,37.1
GEO,1997,7.211396958204062,40.7
GEO,1998,7.2666830359156025,41.2
GEO,1999,7.315526384744354,40.1
GEO,2000,7.3532091874893375,40.5
GEO,2001,7.415674798754026,39.6
GEO,2002,7.47794186249235,37.2
GEO,2003,7.589569196739825,36.6
GEO,2004,7.65207299240279,36.2
GEO,2005,7.750012245177596,37.4
GEO,2006,7.845734128141321,36.9
GEO,2007,7.969405137405952,38.1
GEO,2008,7.996370625261619,38.5
GEO,2009,7.968061876581072,38.2
GEO,2010,8.035947449482942,39.5
GEO,2011,8.120321950975983,39.6
GEO,2012,8.19140232888114,39.0
GEO,2013,8.244466988701284,38.6
GEO,2014,8.28408788641567,37.6
GEO,2015,8.315474075721646,36.5
GEO,2016,8.34879620797026,36.6
GEO,2017,8.398974235046817,37.9
GEO,2018,8.45821858661897,36.4
GEO,2019,8.51234374824076,35.9
GEO,2020,8.446686872355555,34.5
GEO,2021,8.551633004229327,34.2
GEO,2022,8.65457046590989,33.5
GEO,2023,8.72917396650096,34.8
GEO,2024,8.79578775566817,33.9
GHA,1987,6.689511715817729,35.3
GHA,1988,6.720241129084021,36.0
GHA,1991,6.778370368168698,38.4
GHA,1998,6.89993106750372,40.1
GHA,2005,7.041684408174118,42.8
GHA,2012,7.402781174330231,42.4
GHA,2016,7.462106386506756,43.5
GIN,1991,6.292721711139453,45.6
GIN,1994,6.320701353675846,46.1
GIN,2002,6.477825789345846,43.0
GIN,2007,6.5127834197966274,39.4
GIN,2012,6.578564749774563,33.7
GIN,2018,6.802291789183961,29.6
GNB,1991,6.372612225265042,55.8
GNB,1993,6.341875037910797,43.6
GNB,2002,6.386947558030213,35.6
GNB,2010,6.439197048309351,50.6
GNB,2018,6.5315433242342085,34.8
GNB,2021,6.5922180046582115,33.4
GRC,1995,9.67139256849239,36.5
GRC,2000,9.798288493921106,34.4
GRC,2002,9.88064707061025,35.5
GRC,2003,9.93461094105719,32.8
GRC,2004,9.984519236978075,33.6
GRC,2005,9.993352323137543,34.6
GRC,2006,10.05279218530422,35.1
GRC,2007,10.08471240855404,34.0
GRC,2008,10.08263240532506,33.6
GRC,2009,10.037936915266377,33.6
GRC,2010,9.97802548337689,34.1
GRC,2011,9.875512669062738,34.8
GRC,2012,9.793932811716232,36.3
GRC,2013,9.77820074620124,36.1
GRC,2014,9.792752913444167,35.8
GRC,2015,9.797055898070218,36.0
GRC,2016,9.800897030118499,35.0
GRC,2017,9.81749865878462,34.4
GRC,2018,9.83996392753441,32.9
GRC,2019,9.863533720531763,33.1
GRC,2020,9.769210243689429,33.6
GRC,2021,9.864293860796053,32.9
GRC,2022,9.930640789735907,33.4
GRC,2023,9.954696921932085,33.4
GTM,1986,7.885759056994575,54.1
GTM,1989,7.91372517805622,58.8
GTM,1998,8.035919064777675,49.4
GTM,2000,8.06020335773018,54.2
GTM,2006,8.128039815933025,54.5
GTM,2014,8.24528363451438,48.3
GTM,2023,8.404932288649032,45.2
HND,1989,5.9630256461466695,55.4
HND,1990,6.126827786079542,55.9
HND,1991,6.329944752694043,51.8
HND,1992,6.388038581740054,51.8
HND,1993,6.487485867726333,53.4
HND,1994,6.713917677025086,55.0
HND,1995,6.906110491243271,55.5
HND,1996,7.08455185871165,55.7
HND,1997,7.258926875145865,52.7
HND,1998,7.341974948869521,57.3
HND,1999,7.4252264669323385,55.2
HND,2001,7.48951725423363,55.4
HND,2002,7.499961637894678,55.7
HND,2003,7.518768713105256,58.1
HND,2004,7.554287415846978,58.1
HND,2005,7.588757243651944,59.5
HND,2006,7.628777765251771,57.5
HND,2007,7.6658449958021375,55.8
HND,2008,7.6848515706753915,55.5
HND,2009,7.638346883988053,51.3
HND,2010,7.653719336371345,53.1
HND,2011,7.670690920319553,52.6
HND,2012,7.6909231236638504,53.4
HND,2013,7.698664751950635,50.0
HND,2014,7.709419463290649,49.9
HND,2015,7.728064776258591,49.2
HND,2016,7.747480178426329,49.8
HND,2017,7.776272403264893,49.4
HND,2018,7.7957021053986795,48.9
HND,2019,7.802869969930534,48.2
HND,2023,7.834896397263408,46.8
HND,2024,7.85372939247482,45.7
HRV,1998,9.056916327025583,28.7
HRV,1999,9.05269579320283,27.6
HRV,2000,9.09161065112197,31.3
HRV,2001,9.160722215315799,31.1
HRV,2004,9.311011376440927,29.7
HRV,2008,9.47043393506152,33.7
HRV,2009,9.400936311686397,32.6
HRV,2010,9.389752826070092,32.4
HRV,2011,9.392089574727283,32.3
HRV,2012,9.374208146049614,32.5
HRV,2013,9.379108447129262,32.0
HRV,2014,9.381161178832615,32.1
HRV,2015,9.416042708105977,31.1
HRV,2016,9.460980308816126,30.9
HRV,2017,9.509360757335081,30.4
HRV,2018,9.551164535233514,29.7
HRV,2019,9.591640754590063,28.9
HRV,2020,9.513827402634133,29.5
HRV,2021,9.641816648072357,28.9
HRV,2022,9.718261785319784,30.0
HRV,2023,9.754143246574452,30.1
HUN,1987,9.071058230130761,20.9
HUN,1989,9.090165218440077,25.0
HUN,1991,8.938353193850011,29.6
HUN,1993,8.902986091856473,27.9
HUN,1994,8.933400530910587,33.3
HUN,1998,9.023752229651365,26.4
HUN,1999,9.056978804837003,30.2
HUN,2000,9.102725738372246,27.2
HUN,2001,9.144836471082037,26.9
HUN,2002,9.19390003223576,26.8
HUN,2003,9.235396227928526,30.9
HUN,2004,9.286049537171168,29.9
HUN,2005,9.330142216715485,34.7
HUN,2006,9.370284620027851,28.3
HUN,2007,9.375151804223755,27.9
HUN,2008,9.386788127288737,27.5
HUN,2009,9.318556539942156,27.0
HUN,2010,9.331439562362826,29.4
HUN,2011,9.353258883634082,29.2
HUN,2012,9.344937894871526,30.8
HUN,2013,9.369868460150887,31.5
HUN,2014,9.416327831067596,30.9
HUN,2015,9.455866846819694,30.4
HUN,2016,9.48384663995505,30.3
HUN,2017,9.527647575569224,30.6
IDN,1984,7.083044321947273,32.3
IDN,1987,7.15158915755573,30.4
IDN,1990,7.293642125980137,31.1
IDN,1993,7.434320833173176,31.8
IDN,1996,7.611343502315614,34.2
IDN,1998,7.484481274835612,30.9
IDN,1999,7.477329696065892,30.8
IDN,2000,7.511033910001544,30.3
IDN,2001,7.532940336868642,31.2
IDN,2002,7.56339494454081,30.2
IDN,2003,7.596853375586996,29.3
IDN,2004,7.633227420160034,30.4
IDN,2005,7.6757537775135924,29.9
IDN,2006,7.716051015834325,31.5
IDN,2007,7.7643609115767465,33.2
IDN,2008,7.809785586289368,32.6
IDN,2009,7.842365066469774,33.4
IDN,2010,7.890138165690505,34.6
IDN,2011,7.937240647144549,37.9
IDN,2012,7.982934630154651,37.1
IDN,2013,8.024614233453086,38.9
IDN,2014,8.061714295302249,38.8
IDN,2015,8.09810248419129,38.2
IDN,2016,8.136462661371946,36.9
IDN,2017,8.175693938429035,36.4
IDN,2018,8.21644521178391,36.3
IDN,2019,8.25606300168653,35.4
IDN,2020,8.226693570902942,35.3
IDN,2021,8.256007313238973,35.5
IDN,2022,8.300258389089292,35.5
IDN,2023,8.341086842622474,36.1
IDN,2024,8.382048479458371,34.9
IDN,2025,8.424020448251365,34.4
IND,1977,5.980007431343878,29.7
IND,1983,6.069418695377619,27.2
IND,1987,6.15105033628222,27.5
IND,1993,6.3339417043660005,26.1
IND,2004,6.794134759426066,27.7
IND,2009,7.051943612797376,27.8
IND,2011,7.155872803144619,28.8
IND,2022,7.64884047252486,25.5
IRL,1987,9.866887011152564,35.5
IRL,1994,10.175943385987138,36.9
IRL,1995,10.262797638206795,37.0
IRL,1996,10.326085188278505,35.6
IRL,2000,10.659597334815277,33.0
IRL,2002,10.735841917249259,32.3
IRL,2003,10.749245557098549,32.9
IRL,2004,10.796639103723713,33.6
IRL,2005,10.830663076992838,33.8
IRL,2006,10.852377498467067,32.7
IRL,2007,10.875207217259875,31.9
IRL,2008,10.80894298253408,30.9
IRL,2009,10.746484306991263,32.7
IRL,2010,10.757725130159226,32.3
IRL,2011,10.76932501970944,32.9
IRL,2012,10.76102906285345,33.2
IRL,2013,10.777455886695826,33.5
IRL,2014,10.859856708820013,31.9
IRL,2015,11.070539158679278,31.8
IRL,2016,11.06985162828991,32.8
IRL,2017,11.15265294469854,31.4
IRL,2018,11.212212931086379,30.6
IRL,2019,11.244858235578402,30.3
IRL,2020,11.301314364517266,29.2
IRL,2021,11.437999659259562,29.4
IRL,2022,11.490613766591297,29.9
IRL,2023,11.446165431356981,29.0
IRN,1986,8.08174879095022,47.4
IRN,1990,8.077819953797071,43.6
IRN,1994,8.145624909929019,43.0
IRN,1998,8.2173212921071,44.1
IRN,2005,8.44469957408565,43.6
IRN,2006,8.471943379078233,44.8
IRN,2009,8.521960438739798,42.1
IRN,2011,8.57955911181092,34.7
IRN,2012,8.528854212287344,34.4
IRN,2013,8.500448359868757,34.0
IRN,2014,8.535662223403056,34.8
IRN,2015,8.507694936536325,35.3
IRN,2016,8.57783988349113,35.9
IRN,2017,8.593272332655868,36.7
IRN,2018,8.542319847097776,37.4
IRN,2019,8.507639033619936,36.5
IRN,2020,8.543411333963832,35.8
IRN,2021,8.575579586906029,35.5
IRN,2022,8.606176942485563,34.8
IRN,2023,8.646086538386578,35.9
ISL,2003,10.71639187687901,26.8
ISL,2004,10.781073040524634,28.0
ISL,2005,10.833176942954799,29.0
ISL,2006,10.86486882264863,30.2
ISL,2007,10.92336971907279,29.5
ISL,2008,10.92162728673776,31.8
ISL,2009,10.831332963583085,28.7
ISL,2010,10.81030326733911,26.2
ISL,2011,10.820954198083005,26.8
ISL,2012,10.827258472027884,26.8
ISL,2013,10.853137383566025,25.4
ISL,2014,10.860969666254384,27.8
ISL,2015,10.8875434021307,26.8
ISL,2016,10.933986812313744,27.2
ISL,2017,10.944788122065628,26.1
ISL,2018,10.963560869920638,26.6
ISL,2019,10.952889381082931,26.8
ISR,1979,9.838226004970824,36.3
ISR,1986,9.923304738525722,36.5
ISR,1992,10.071077778875997,35.5
ISR,1997,10.208919470437998,38.1
ISR,2001,10.268270921364092,38.9
ISR,2002,10.246600363683719,39.6
ISR,2003,10.24278883351691,40.7
ISR,2004,10.27055855276798,41.5
ISR,2005,10.295534597203016,42.3
ISR,2006,10.332260113175682,41.6
ISR,2007,10.37571716308418,41.1
ISR,2008,10.38960325878136,41.6
ISR,2009,10.37782909221301,42.6
ISR,2010,10.413525999508337,42.6
ISR,2011,10.448713180591845,41.5
ISR,2012,10.45406523667223,41.3
ISR,2013,10.475491751594292,39.9
ISR,2014,10.492803195240448,39.8
ISR,2015,10.49510397493118,39.7
ISR,2016,10.51986199451407,39.0
ISR,2017,10.542997159561487,38.2
ISR,2018,10.563465930341833,38.6
ISR,2019,10.579540405100516,38.3
ISR,2020,10.543718568236718,37.8
ISR,2021,10.616149063410235,37.9
ISR,2022,10.658183042926506,38.3
ITA,1977,9.879348379361527,34.0
ITA,1978,9.907672792657602,33.3
ITA,1979,9.962664866980612,33.3
ITA,1980,9.994329896904684,32.9
ITA,1981,10.001536193275344,31.6
ITA,1982,10.00492270247099,29.2
ITA,1983,10.016183966698364,29.8
ITA,1984,10.047709600912873,31.3
ITA,1986,10.103161035368542,31.2
ITA,1987,10.134479747242512,34.2
ITA,1989,10.207656856537419,32.1
ITA,1991,10.241057949676414,31.1
ITA,1993,10.239510863295493,35.1
ITA,1995,10.289032939038652,35.2
ITA,1998,10.338258222585209,36.7
ITA,2000,10.39236407133272,35.2
ITA,2002,10.412334643742938,34.7
ITA,2003,10.407595760382595,34.9
ITA,2004,10.414782300707424,34.3
ITA,2005,10.41654095710411,33.8
ITA,2006,10.430374973291826,33.7
ITA,2007,10.438808040299792,32.9
ITA,2008,10.420811041774327,33.8
ITA,2009,10.36050294365907,33.8
ITA,2010,10.371256009460247,34.7
ITA,2011,10.374724896986937,35.1
ITA,2012,10.34023860303618,35.2
ITA,2013,10.319893331311004,34.9
ITA,2014,10.319728682843698,34.7
ITA,2015,10.330057804498121,35.4
ITA,2016,10.344245132051489,35.2
ITA,2017,10.362035906529954,35.9
ITA,2018,10.372354339411459,35.2
ITA,2019,10.379113910254729,34.6
ITA,2020,10.291121252629488,35.2
ITA,2021,10.381822291048463,34.8
ITA,2022,10.430930932943047,33.7
ITA,2023,10.440615759301478,34.3
JAM,1988,8.37487001433641,43.2
JAM,1990,8.470861982746346,41.1
JAM,1993,8.598469139934071,35.7
JAM,1996,8.604323341558661,40.4
JAM,1999,8.554102735193771,44.1
JAM,2002,8.576570275281398,48.3
JAM,2004,8.61381185135065,45.5
JAM,2018,8.651352723657938,35.3
JAM,2021,8.63185202428082,39.9
JOR,1986,8.457177535177271,36.1
JOR,1992,8.178846214202164,43.1
JOR,1997,8.183690193481418,36.4
JOR,2002,8.288887309809377,37.0
JOR,2006,8.433065454961849,33.9
JOR,2008,8.497476790473112,32.6
JOR,2010,8.530404970293183,33.7
JPN,2008,10.43436846328704,34.6
JPN,2009,10.373299251032167,33.0
JPN,2010,10.413651574637631,31.5
JPN,2011,10.41349825111993,33.0
JPN,2012,10.43145023015675,32.5
JPN,2013,10.452668875283202,31.5
JPN,2014,10.463014184373353,31.3
JPN,2015,10.481915130021003,30.7
JPN,2016,10.489451635006422,31.8
JPN,2017,10.506374513703035,31.8
JPN,2018,10.515950155308118,32.9
JPN,2019,10.514265067548665,33.0
JPN,2020,10.473429829569152,32.3
KAZ,1993,8.34833141258714,32.7
KAZ,1996,8.18405872183327,35.4
KAZ,2001,8.481053681107872,36.0
KAZ,2002,8.569348929876957,34.8
KAZ,2003,8.652498608213037,33.7
KAZ,2004,8.737660267160361,31.8
KAZ,2005,8.822824933568548,39.8
KAZ,2006,8.91602258117973,30.2
KAZ,2007,8.99179572921663,30.1
KAZ,2008,9.013902261750278,28.5
KAZ,2009,9.014130715501834,28.2
KAZ,2010,9.071619141679536,28.0
KAZ,2011,9.129488401414495,28.0
KAZ,2012,9.162400897365673,28.2
KAZ,2013,9.20630482703776,27.1
KAZ,2014,9.232758209369432,27.0
KAZ,2015,9.22976279225756,26.8
KAZ,2016,9.225369202550446,27.2
KAZ,2017,9.249971757006811,27.5
KAZ,2018,9.275211214279073,27.8
KAZ,2019,9.304712300109017,28.0
KAZ,2020,9.265305335782502,28.7
KAZ,2021,9.294073939503082,29.2
KEN,1992,7.135638545059951,56.9
KEN,1994,7.106429164142582,43.1
KEN,1997,7.1116715011292895,45.0
KEN,2005,7.1094278780513624,46.4
KEN,2015,7.305940350326721,40.8
KEN,2020,7.383575795278356,36.2
KEN,2021,7.4377337794223415,38.7
KEN,2022,7.465959778972922,38.5
KGZ,1998,6.514798980701419,46.3
KGZ,2000,6.576946937537752,31.0
KGZ,2001,6.619304617323415,30.2
KGZ,2002,6.609946101559569,30.3
KGZ,2003,6.667402589947659,28.7
KGZ,2004,6.723209775784868,34.8
KGZ,2005,6.710169233736901,32.6
KGZ,2006,6.729988963282616,37.4
KGZ,2007,6.802425834949683,33.9
KGZ,2008,6.8735881449924054,31.5
KGZ,2009,6.8887976173607335,29.9
KGZ,2010,6.8698091346426935,30.1
KGZ,2011,6.913223479268187,27.8
KGZ,2012,6.893501460859957,27.4
KGZ,2013,6.975212079410454,28.8
KGZ,2014,6.992631341580301,26.8
KGZ,2015,7.008190429517273,29.0
KGZ,2016,7.028481677609842,26.8
KGZ,2017,7.05374367287057,27.3
KGZ,2018,7.069084086759415,27.7
KGZ,2019,7.091639792303957,29.7
KGZ,2020,6.996982051067232,29.0
KGZ,2021,7.032231137099607,28.8
KGZ,2022,7.100174125481829,26.4
KGZ,2023,7.168778063161089,27.2
KGZ,2024,7.260934492522644,27.5
KOR,2006,10.050276314587203,31.7
KOR,2008,10.12400925527797,32.3
KOR,2010,10.18953261252483,32.0
KOR,2012,10.237959805487082,31.6
KOR,2014,10.29115092240545,31.2
KOR,2016,10.341916896889888,35.2
KOR,2017,10.372862944802542,34.9
KOR,2018,10.399794957607943,33.7
KOR,2019,10.41919060373782,33.2
KOR,2020,10.410784855878186,32.7
KOR,2021,10.45716976361207,32.9
LAO,1992,6.493199771034531,34.3
LAO,1997,6.708335396976584,34.9
LAO,2002,6.902232297322216,32.6
LAO,2007,7.170954560494024,35.4
LAO,2012,7.481350527080471,36.0
LAO,2018,7.807907989198822,38.8
LAO,2024,7.908783443491152,34.7
LKA,1985,7.117800768224551,32.5
LKA,1990,7.236043774009545,32.4
LKA,1995,7.427352635756623,35.4
LKA,2002,7.5762127743406955,40.2
LKA,2006,7.794142825368151,39.7
LKA,2009,7.932819158525343,36.1
LKA,2012,8.156163201997577,38.7
LKA,2016,8.346343462186052,39.3
LKA,2019,8.401957832447152,37.7
LTU,1993,8.557652100471223,33.2
LTU,1996,8.55854629325402,32.3
LTU,1998,8.724885578954783,32.1
LTU,1999,8.720949774436969,32.0
LTU,2000,8.761598486059869,31.7
LTU,2001,8.832664315821049,32.0
LTU,2002,8.905728864712287,31.9
LTU,2003,9.014166517130162,35.5
LTU,2004,9.088390340225851,37.0
LTU,2005,9.179145691791812,35.3
LTU,2006,9.266457395918302,34.4
LTU,2007,9.383398700866026,34.8
LTU,2008,9.419346031266365,35.7
LTU,2009,9.269827443918208,37.2
LTU,2010,9.29505977471369,33.6
LTU,2011,9.378961846276315,32.5
LTU,2012,9.43481251284963,35.1
LTU,2013,9.483858122194823,35.3
LTU,2014,9.529026046974057,37.7
LTU,2015,9.565900974414994,37.4
LTU,2016,9.603942536356517,38.4
LTU,2017,9.66116113904556,37.3
LTU,2018,9.717453240633645,35.7
LTU,2019,9.766047038279611,35.3
LTU,2020,9.766731266286294,36.0
LTU,2021,9.829425937275333,36.7
LTU,2022,9.845532261123843,36.6
LTU,2023,9.838891977222683,36.0
LUX,1985,10.777881617201334,26.3
LUX,1986,10.868559063728112,28.1
LUX,1987,10.90082746244883,29.5
LUX,1988,10.97481283557337,28.8
LUX,1989,11.058559247052292,30.8
LUX,1990,11.097874274297443,27.7
LUX,1991,11.167385497067487,27.2
LUX,1992,11.172134993588744,27.3
LUX,1993,11.199859263441622,27.0
LUX,1994,11.223738181740028,28.2
LUX,1995,11.223911168497406,28.3
LUX,1996,11.22418366269885,29.1
LUX,1997,11.26442822854804,29.6
LUX,1998,11.31659861764709,30.6
LUX,1999,11.381683022732027,30.1
LUX,2000,11.435322122859983,30.1
LUX,2001,11.453697220234687,30.9
LUX,2002,11.474964292429998,31.1
LUX,2003,11.488667636688167,30.2
LUX,2004,11.51589063447312,30.2
LUX,2005,11.525112002873286,30.8
LUX,2006,11.567587241751982,30.9
LUX,2007,11.630016229895714,31.1
LUX,2008,11.609113956065205,32.6
LUX,2009,11.557670527263427,31.2
LUX,2010,11.576330734059738,30.5
LUX,2011,11.564492839082202,32.1
LUX,2012,11.556839934456814,34.3
LUX,2013,11.564952432522976,32.0
LUX,2014,11.567275399860009,31.2
LUX,2015,11.566106096767557,32.9
LUX,2016,11.593135409684555,31.7
LUX,2017,11.581910853760451,34.5
LUX,2018,11.578607031358436,35.4
LUX,2019,11.586100640467407,34.2
LUX,2020,11.564323485350888,33.4
LUX,2021,11.61614172076635,32.7
LUX,2022,11.584940256197747,34.1
LUX,2023,11.565733875261605,33.6
LVA,1993,8.403962089410827,27.0
LVA,1995,8.44712868899316,31.0
LVA,1996,8.481131546060839,31.6
LVA,1997,8.578848806479929,34.4
LVA,1998,8.651722193255763,33.3
LVA,2002,8.915060099049965,35.1
LVA,2003,9.005650724624015,36.5
LVA,2004,9.100216745757315,36.4
LVA,2005,9.22091057163862,39.0
LVA,2006,9.350751219120642,35.6
LVA,2007,9.457984591626825,37.5
LVA,2008,9.43401934025724,37.2
LVA,2009,9.275699666271167,35.9
LVA,2010,9.259213068197027,35.0
LVA,2011,9.30733234061311,35.8
LVA,2012,9.390243234974816,35.2
LVA,2013,9.421697828426328,35.5
LVA,2014,9.451848434321084,35.1
LVA,2015,9.49717022995096,34.2
LVA,2016,9.531505822621467,34.3
LVA,2017,9.573792587331301,35.6
LVA,2018,9.62377826726125,35.1
LVA,2019,9.637461682130624,34.5
LVA,2020,9.609165455290974,35.7
LVA,2021,9.684719913140645,34.3
LVA,2022,9.706339110292909,33.7
LVA,2023,9.694578733235156,34.0
MAR,1984,7.240007109229694,36.5
MAR,1990,7.435813450576074,39.2
MAR,1998,7.566176677859204,39.4
MAR,2000,7.579240196479818,40.6
MAR,2006,7.820035146049843,40.7
MAR,2013,8.009092367633745,39.5
MDA,1997,7.282629635255891,36.9
MDA,1998,7.215373507281999,39.5
MDA,1999,7.182680742652346,42.6
MDA,2000,7.205572569970748,36.4
MDA,2001,7.267020689738975,38.0
MDA,2002,7.344443959671323,35.8
MDA,2003,7.411173309972095,34.9
MDA,2004,7.485037775118744,35.0
MDA,2005,7.559791625206144,36.3
MDA,2006,7.609454437228825,35.4
MDA,2007,7.641330424911858,34.4
MDA,2008,7.718341390309488,34.7
MDA,2009,7.6577286177050174,32.9
MDA,2010,7.727319739910406,32.1
MDA,2011,7.784450123967318,30.6
MDA,2012,7.778666421877294,29.2
MDA,2013,7.865514311622449,28.5
MDA,2014,7.914910633093125,26.8
MDA,2015,7.9191930393679435,27.0
MDA,2016,7.976236439923537,26.3
MDA,2017,8.03441489110945,25.9
MDA,2018,8.091932263900603,25.7
MDA,2019,8.14284217837886,26.0
MDA,2020,8.06743661337088,25.0
MDA,2021,8.212884945475608,25.7
MDA,2022,8.191502705235212,25.9
MDA,2023,8.231740317629335,26.8
MDG,1980,6.529565819812493,46.8
MDG,1993,6.1657533721540725,45.2
MDG,1997,6.112139396040779,39.4
MDG,1999,6.131301247550797,38.6
MDG,2001,6.1704589395028915,47.4
MDG,2005,6.111368068303234,39.9
MDG,2010,6.103491365332874,42.4
MDG,2012,6.092760187621575,42.6
MDG,2021,6.067497155248701,36.8
MEX,1984,9.01285523199945,48.5
MEX,1989,8.959800676235025,50.1
MEX,1992,9.027650459502315,52.3
MEX,1994,9.062244044349661,53.4
MEX,1996,9.026496011129996,52.0
MEX,1998,9.12280834431784,53.3
MEX,2000,9.167638455470653,53.4
MEX,2002,9.131543764230113,50.6
MEX,2004,9.150727275536402,50.3
MEX,2005,9.15815376319475,50.9
MEX,2006,9.191547694779059,49.7
MEX,2008,9.192822036515162,50.8
MEX,2010,9.147301229756302,47.7
MEX,2012,9.188352169827196,49.6
MEX,2014,9.196493064363933,48.9
MEX,2016,9.2203404164037,46.9
MEX,2018,9.239595156557186,46.0
MEX,2020,9.130717301987913,44.6
MEX,2022,9.21166428748381,43.5
MEX,2024,9.23834784459323,42.6
MKD,1998,8.019000710347171,28.1
MKD,2000,8.096628457873,34.3
MKD,2002,8.083362757975165,38.5
MKD,2003,8.104074995499568,38.7
MKD,2004,8.15299442814708,38.4
MKD,2005,8.204552378676441,39.3
MKD,2006,8.260168736376048,42.6
MKD,2008,8.387665366133492,46.1
MKD,2009,8.390541044147287,42.8
MKD,2010,8.429970557594938,40.1
MKD,2011,8.457683132467706,39.4
MKD,2012,8.457029446518554,38.1
MKD,2013,8.48955081431236,36.2
MKD,2014,8.527885823401416,35.2
MKD,2015,8.568396958460816,35.6
MKD,2016,8.599684612434945,34.5
MKD,2017,8.614468462655624,34.2
MKD,2018,8.647939544764558,33.0
MKD,2019,8.693091623035492,33.5
MLI,1994,6.4615947447833255,50.1
MLI,2001,6.6424350963160546,39.9
MLI,2006,6.680980809962873,38.9
MLI,2009,6.688960680909535,33.0
MLI,2018,6.794562305987584,36.0
MLI,2021,6.771170669370656,35.7
MLT,2006,9.824401291158187,28.0
MLT,2007,9.870050528040338,29.2
MLT,2008,9.906704960601118,29.0
MLT,2009,9.885115144640713,30.2
MLT,2010,9.940332284113836,29.0
MLT,2011,9.945968392916484,29.1
MLT,2012,9.977174176781398,29.4
MLT,2013,10.026876520412557,28.8
MLT,2014,10.080212459903496,29.0
MLT,2015,10.147596557588672,29.4
MLT,2016,10.164678050753091,29.1
MLT,2017,10.259294747390365,29.2
MLT,2018,10.293391930920295,28.7
MLT,2019,10.292912977147441,31.0
MLT,2020,10.23501211678321,31.4
