iso,year,pm25,death_rate
MRT,2000,52.6965670362457,8.861
MRT,2001,41.9393497812816,8.578
MRT,2002,45.922028221614,8.281
MRT,2003,46.1043537611159,8.004
MRT,2004,45.6776557825042,7.744
MRT,2005,46.2188599791526,7.494
MRT,2006,46.4800582232681,7.242
MRT,2007,48.1006588366873,7.068
MRT,2008,48.3505944794199,6.896
MRT,2009,44.5650236652424,6.953
MRT,2010,47.6054460100313,7.054
MRT,2011,49.0196495739197,7.205
MRT,2012,54.1025855948907,7.381
MRT,2013,42.7823277974338,7.564
MRT,2014,43.9453314705486,7.26
MRT,2015,53.0162862976192,6.993
MRT,2016,47.9118927509658,6.731
MRT,2017,50.4527713237389,6.513
MRT,2018,46.4676065172414,6.286
MRT,2019,43.6914963916805,6.115
MRT,2020,45.4453206008517,6.41
MRT,2021,48.987965577262,6.29
MRT,2022,45.0399461631116,5.627
MRT,2023,46.5013986975929,5.52
MUS,1990,13.6266174677927,6.6
MUS,1991,13.7638806728577,6.6
MUS,1992,13.8712733471519,6.5
MUS,1993,13.9786660214461,6.8
MUS,1994,14.0860586957402,6.7
MUS,1995,14.2531924315765,6.7
MUS,1996,14.3008440443286,6.8
MUS,1997,14.4082367186227,7.0
MUS,1998,14.5156293929169,6.8
MUS,1999,14.6230220672111,6.8
MUS,2000,14.7005442107343,6.7
MUS,2001,14.5109073864343,6.7
MUS,2002,14.3019528683928,6.9
MUS,2003,14.4551006539831,7.0
MUS,2004,14.9584465209057,6.9
MUS,2005,17.4038662387744,7.0
MUS,2006,17.0159562797598,7.4
MUS,2007,16.8629678381735,6.9
MUS,2008,16.9347347202264,7.2
MUS,2009,16.7650636809548,7.4
MUS,2010,16.4769923203715,7.3
MUS,2011,15.9689639909968,7.3
MUS,2012,15.4132045281263,7.5
MUS,2013,15.20366440383,7.5
MUS,2014,14.1799589328556,7.7
MUS,2015,14.3194080246196,7.8
MUS,2016,15.4318711050117,8.1
MUS,2017,15.1861077816825,8.1
MUS,2018,15.155739276173,8.6
MUS,2019,15.0236819864042,8.9
MUS,2020,14.1375462211663,8.8
MUS,2021,14.2401161185035,10.6
MUS,2022,15.054806246095,10.3
MUS,2023,14.0610818595338,9.5
MWI,1990,17.5400882448537,22.231
MWI,1991,17.0725210379961,21.962
MWI,1992,17.1841123657519,21.514
MWI,1993,17.2957036935077,21.519
MWI,1994,17.4072950212635,21.316
MWI,1995,16.360569279793,20.556
MWI,1996,17.6304776767751,20.127
MWI,1997,17.7420690045309,19.735
MWI,1998,17.8536603322867,19.412
MWI,1999,17.9652516600425,18.657
MWI,2000,18.6560015224114,18.022
MWI,2001,21.3263856042346,17.367
MWI,2002,19.2582764489274,16.779
MWI,2003,18.4195051879177,15.903
MWI,2004,18.0502583369773,15.076
MWI,2005,18.3940412647607,14.32
MWI,2006,20.0975886186749,13.667
MWI,2007,21.2052974498631,13.053
MWI,2008,21.4221534324106,12.386
MWI,2009,19.8691636769341,11.541
MWI,2010,21.1627076026849,10.708
MWI,2011,19.1678879677523,9.939
MWI,2012,18.8598593107935,9.239
MWI,2013,18.9083383499326,8.623
MWI,2014,16.9489573456288,8.081
MWI,2015,17.9848717763978,7.642
MWI,2016,16.5572785050634,7.184
MWI,2017,16.0402550395062,6.816
MWI,2018,18.7735651314743,6.546
MWI,2019,19.596437811483,6.301
MWI,2020,16.3899819196217,6.189
MWI,2021,15.6967269641745,6.257
MWI,2022,20.1661455127716,5.803
MWI,2023,16.7211601349048,5.363
MYS,1990,31.2411229355612,4.657
MYS,1991,29.3881847507594,4.6
MYS,1992,28.5279010082228,4.552
MYS,1993,27.6676172656862,4.508
MYS,1994,26.8073335231495,4.498
MYS,1995,23.9617408960799,4.493
MYS,1996,25.0867660380763,4.479
MYS,1997,24.2264822955396,4.453
MYS,1998,23.366198553003,4.461
MYS,1999,22.5059148104663,4.494
MYS,2000,22.6382855101956,4.431
MYS,2001,21.2276290468844,4.359
MYS,2002,22.341022282645,4.278
MYS,2003,21.2930201518658,4.257
MYS,2004,22.4980099824331,4.225
MYS,2005,22.1031506606071,4.187
MYS,2006,20.5274305026719,4.165
MYS,2007,18.2948059461463,4.175
MYS,2008,17.0460725732727,4.212
MYS,2009,19.7507467604015,4.271
MYS,2010,14.6011865757654,4.334
MYS,2011,18.2222758028205,4.401
MYS,2012,18.5246158481105,4.478
MYS,2013,19.6810432882376,4.607
MYS,2014,20.3905475120468,4.749
MYS,2015,25.1876546150456,4.864
MYS,2016,16.2387171304782,4.915
MYS,2017,14.5249238687121,4.931
MYS,2018,16.1560428708823,4.946
MYS,2019,20.8986497768105,4.98
MYS,2020,13.6599055069719,5.034
MYS,2021,14.1005683018031,6.201
MYS,2022,15.3331668435575,5.547
MYS,2023,15.8650142432827,5.158
NAC,1990,15.2572179642708,8.47003250732897
NAC,1991,15.2975301946213,8.44018909796498
NAC,1992,15.16499232772,8.34049917796209
NAC,1993,15.0325150326316,8.63080724025955
NAC,1994,14.8995068060368,8.63097862217198
NAC,1995,15.1136797505867,8.64108898236877
NAC,1996,14.6334964878946,8.64122759649087
NAC,1997,14.5008488934971,8.55141560405207
NAC,1998,14.3688254910555,8.46170703439057
NAC,1999,14.2367454264239,8.46208677254565
NAC,2000,13.9302050644693,8.36230192787477
NAC,2001,13.277416774964,8.36218310213238
NAC,2002,13.1523797729119,8.36200803667718
NAC,2003,12.8794953946901,8.28168854063533
NAC,2004,12.1341244970695,8.09158547740369
NAC,2005,12.8713731506967,8.19158713670022
NAC,2006,11.3960091902018,7.9916214538627
NAC,2007,10.5903159344688,7.92117424398923
NAC,2008,10.0778146672158,8.01121640369986
NAC,2009,9.17016859280806,7.82092327390336
NAC,2010,9.08559745202066,7.90630536205068
NAC,2011,9.23278903273822,7.97642751190665
NAC,2012,8.5339122940654,8.00231585828143
NAC,2013,8.29815454214236,8.11376122607349
NAC,2014,8.31275901806416,8.14339551071781
NAC,2015,7.98566083289355,8.3361474511813
NAC,2016,7.26258640256411,8.38354638110472
NAC,2017,7.61430234732893,8.53357099239408
NAC,2018,7.69407669816042,8.57884854090137
NAC,2019,7.18457055320101,8.58483368893004
NAC,2020,7.55884147785789,10.0465049044242
NAC,2021,8.19025411459621,10.1725903606865
NAC,2022,7.31929325559189,9.6849586583523
NAC,2023,6.9232612908725,9.09367331369541
NAM,1990,16.3085798089561,8.856
NAM,1991,16.1689605666893,9.027
NAM,1992,16.2292843109323,9.203
NAM,1993,16.2896080551754,9.467
NAM,1994,16.3499317994184,9.725
NAM,1995,16.010369570642,10.037
NAM,1996,16.4705792879045,10.361
NAM,1997,16.5309030321476,10.716
NAM,1998,16.5912267763906,11.258
NAM,1999,16.6515505206337,11.669
NAM,2000,16.9118172513865,12.213
NAM,2001,17.4672796375505,12.742
NAM,2002,17.821132581929,12.733
NAM,2003,16.2153774009341,12.801
NAM,2004,15.6499060376194,12.71
NAM,2005,16.300420585427,12.582
NAM,2006,16.6897277846556,12.318
NAM,2007,18.2654077633752,11.932
NAM,2008,18.6529897039148,11.63
NAM,2009,17.4237945639503,11.389
NAM,2010,21.1956795104668,11.077
NAM,2011,19.1486949521859,10.848
NAM,2012,17.7555421343123,10.299
NAM,2013,17.0102040960479,9.956
NAM,2014,14.6130988378326,9.567
NAM,2015,16.433687883708,9.253
NAM,2016,15.1750328135787,8.898
NAM,2017,15.414596586429,8.52
NAM,2018,16.5373639108224,8.127
NAM,2019,15.4572528817777,7.722
NAM,2020,14.4300441951521,7.519
NAM,2021,14.4518731743436,9.175
NAM,2022,16.6999376084699,7.471
NAM,2023,14.2253008498779,6.169
NER,1990,55.713846879385,24.126
NER,1991,54.6488798510128,23.607
NER,1992,54.9196139788001,22.918
NER,1993,55.1903481065875,22.227
NER,1994,55.4610822343749,21.544
NER,1995,53.0604140498441,20.778
NER,1996,56.0025504899497,20.112
NER,1997,56.273284617737,19.473
NER,1998,56.5440187455244,18.882
NER,1999,56.8147528733118,18.308
NER,2000,58.4211881572582,17.7
NER,2001,57.6673961252487,17.076
NER,2002,58.6974976869793,16.403
NER,2003,50.073113387565,15.662
NER,2004,69.3727963569156,14.965
NER,2005,60.3523468823656,14.258
NER,2006,71.8910622718847,13.586
NER,2007,76.7865896754313,12.981
NER,2008,75.4061480303208,12.434
NER,2009,68.2680466060732,12.0
NER,2010,68.07173238699,11.605
NER,2011,68.6712649060334,11.261
NER,2012,62.3698389723865,10.99
NER,2013,57.0560661681477,10.751
NER,2014,60.767919137322,10.532
NER,2015,82.5855382638443,10.386
NER,2016,77.7870856281203,10.156
NER,2017,70.1168422586214,9.957
NER,2018,59.7807710942008,9.769
NER,2019,55.4593541424912,9.573
NER,2020,65.2328825383295,9.526
NER,2021,62.6985995228804,9.55
NER,2022,74.5735734758223,9.173
NER,2023,65.2302894952218,8.859
NGA,1990,64.734109284699,18.855
NGA,1991,63.6946878943326,18.972
NGA,1992,64.0635829698221,18.851
NGA,1993,64.4324780453115,18.675
NGA,1994,64.8013731208009,18.65
NGA,1995,62.3536352645803,18.535
NGA,1996,65.5391632717797,18.513
NGA,1997,65.9080583472691,18.358
NGA,1998,66.2769534227585,18.153
NGA,1999,66.6458484982479,17.803
NGA,2000,68.4230600395925,17.439
