iso,year,log_gdppc,poverty
MDA,1999,7.182680742652346,44.0
MDA,2000,7.205572569970748,41.0
MDA,2001,7.267020689738975,32.2
MDA,2002,7.344443959671323,19.9
MDA,2003,7.411173309972095,10.0
MDA,2004,7.485037775118744,11.6
MDA,2005,7.559791625206144,16.6
MDA,2006,7.609454437228825,3.4
MDA,2007,7.641330424911858,1.6
MDA,2008,7.718341390309488,1.7
MDA,2009,7.6577286177050174,1.5
MDA,2010,7.727319739910406,0.8
MDA,2011,7.784450123967318,0.5
MDA,2012,7.778666421877294,0.5
MDA,2013,7.865514311622449,0.1
MDA,2014,7.914910633093125,0.0
MDA,2015,7.9191930393679435,0.1
MDA,2016,7.976236439923537,0.2
MDA,2017,8.03441489110945,0.1
MDA,2018,8.091932263900603,0.0
MDA,2019,8.14284217837886,0.0
MDA,2020,8.06743661337088,0.0
MDA,2021,8.212884945475608,0.2
MDA,2022,8.191502705235212,0.0
MDA,2023,8.231740317629335,0.1
MDG,1980,6.529565819812493,61.7
MDG,1993,6.1657533721540725,83.1
MDG,1997,6.112139396040779,80.7
MDG,1999,6.131301247550797,78.5
MDG,2001,6.1704589395028915,57.5
MDG,2005,6.111368068303234,55.3
MDG,2010,6.103491365332874,65.3
MDG,2012,6.092760187621575,67.3
MDG,2021,6.067497155248701,69.2
MEA,1984,8.208114199473675,36.2
MEA,1985,8.182069627253542,35.7
MEA,1986,8.135291674696951,35.5
MEA,1987,8.113980968547,35.5
MEA,1988,8.10631144684691,35.1
MEA,1989,8.114116170846145,34.9
MEA,1990,8.162856724588494,34.2
MEA,1991,8.156535706671377,32.0
MEA,1992,8.18850829404706,28.2
MEA,1993,8.185351246095095,28.3
MEA,1994,8.189803185502543,25.7
MEA,1995,8.196361472062382,25.3
MEA,1996,8.22156539790425,23.1
MEA,1997,8.238038814694361,22.7
MEA,1998,8.254943302321669,23.1
MEA,1999,8.258623965544142,23.4
MEA,2000,8.296988812664281,23.8
MEA,2001,8.293519533394578,24.6
MEA,2002,8.291773000108869,24.2
MEA,2003,8.31381041434139,22.2
MEA,2004,8.366575454350226,19.9
MEA,2005,8.394249470252298,18.8
MEA,2006,8.428305794092838,17.6
MEA,2007,8.455478442814137,16.7
MEA,2008,8.474722112271971,14.7
MEA,2009,8.462360718149812,15.2
MEA,2010,8.48809947781318,13.4
MEA,2011,8.503253783116811,13.0
MEA,2012,8.522762467158831,12.3
MEA,2013,8.524727411744843,11.6
MEA,2014,8.53524846677939,11.5
MEA,2015,8.542911577442746,11.3
MEA,2016,8.568707315500406,11.3
MEA,2017,8.572621512784359,11.1
MEA,2018,8.580529896281863,11.1
MEA,2019,8.579445003720778,11.6
MEA,2020,8.524962363814753,12.6
MEA,2021,8.559378764653118,13.4
MEA,2022,8.60281898271349,13.5
MEA,2023,8.605909519897002,13.9
MEA,2024,8.609842978743698,14.4
MEX,1984,9.01285523199945,15.0
MEX,1989,8.959800676235025,14.8
MEX,1992,9.027650459502315,13.3
MEX,1994,9.062244044349661,13.6
MEX,1996,9.026496011129996,21.7
MEX,1998,9.12280834431784,21.9
MEX,2000,9.167638455470653,16.3
MEX,2002,9.131543764230113,12.8
MEX,2004,9.150727275536402,11.0
MEX,2005,9.15815376319475,11.7
MEX,2006,9.191547694779059,9.0
MEX,2008,9.192822036515162,10.1
MEX,2010,9.147301229756302,8.4
MEX,2012,9.188352169827196,7.3
MEX,2014,9.196493064363933,7.2
MEX,2016,9.2203404164037,4.4
MEX,2018,9.239595156557186,3.9
MEX,2020,9.130717301987913,4.3
MEX,2022,9.21166428748381,2.3
MEX,2024,9.23834784459323,1.6
MKD,1998,8.019000710347171,3.3
MKD,2000,8.096628457873,11.7
MKD,2002,8.083362757975165,3.0
MKD,2003,8.104074995499568,2.8
MKD,2004,8.15299442814708,1.4
MKD,2005,8.204552378676441,3.1
MKD,2006,8.260168736376048,4.6
MKD,2008,8.387665366133492,1.4
MKD,2009,8.390541044147287,12.1
MKD,2010,8.429970557594938,12.8
MKD,2011,8.457683132467706,10.9
MKD,2012,8.457029446518554,9.1
MKD,2013,8.48955081431236,7.4
MKD,2014,8.527885823401416,6.4
MKD,2015,8.568396958460816,7.0
MKD,2016,8.599684612434945,5.7
MKD,2017,8.614468462655624,5.6
MKD,2018,8.647939544764558,4.3
MKD,2019,8.693091623035492,3.9
MLI,1994,6.4615947447833255,89.4
MLI,2001,6.6424350963160546,68.6
MLI,2006,6.680980809962873,64.0
MLI,2009,6.688960680909535,63.3
MLI,2018,6.794562305987584,29.4
MLI,2021,6.771170669370656,36.1
MLT,2006,9.824401291158187,0.5
MLT,2007,9.870050528040338,0.5
MLT,2008,9.906704960601118,0.2
MLT,2009,9.885115144640713,0.5
MLT,2010,9.940332284113836,0.3
MLT,2011,9.945968392916484,0.2
MLT,2012,9.977174176781398,0.2
MLT,2013,10.026876520412557,0.0
MLT,2014,10.080212459903496,0.0
MLT,2015,10.147596557588672,0.1
MLT,2016,10.164678050753091,0.1
MLT,2017,10.259294747390365,0.2
MLT,2018,10.293391930920295,0.2
MLT,2019,10.292912977147441,0.3
MLT,2020,10.23501211678321,0.4
MLT,2021,10.355184099191574,0.1
MLT,2022,10.356071324875137,0.1
MLT,2023,10.417203511533016,0.4
MNE,2005,8.510708783202205,0.4
MNE,2006,8.591657749908888,0.4
MNE,2007,8.659219984894689,0.4
MNE,2008,8.724155764719773,0.3
MNE,2009,8.66019412347567,0.0
MNE,2010,8.685739488027894,0.0
MNE,2011,8.717789619015496,0.4
MNE,2012,8.69087357481033,5.6
MNE,2013,8.722294744745602,5.2
MNE,2014,8.743864627239612,3.9
MNE,2015,8.767329156720102,3.6
MNE,2016,8.80002079578283,3.3
MNE,2017,8.830675800193273,4.6
MNE,2018,8.876190925394813,3.9
MNE,2019,8.91868941734561,2.5
MNE,2020,8.756517427251728,2.2
MNE,2021,8.881600336407983,2.5
MNG,1995,7.312730235057171,22.1
MNG,1998,7.362440402770404,39.7
MNG,2002,7.426937897613762,18.7
MNG,2007,7.784774548051303,4.0
MNG,2010,7.86774639284731,3.5
MNG,2011,8.00996655907954,2.2
MNG,2012,8.107167188010816,1.1
MNG,2014,8.25071379070713,0.8
MNG,2016,8.247460953034002,1.9
MNG,2018,8.338988508131704,1.7
MNG,2022,8.344240143608863,0.4
MOZ,1996,5.425824026152221,87.7
MOZ,2002,5.829343686083938,87.6
MOZ,2008,6.133283708601263,81.1
MOZ,2014,6.372067668344984,74.4
MOZ,2019,6.425094800688096,81.6
MOZ,2022,6.390386010393377,81.4
MRT,1987,7.3068122704000205,50.8
MRT,1993,7.258774671128621,54.1
MRT,1995,7.2599591686008536,31.7
MRT,2000,7.176186323850898,30.7
MRT,2004,7.201930669790764,28.5
MRT,2008,7.325186322170231,19.2
MRT,2014,7.329391204921639,11.7
MRT,2019,7.383463830237113,10.2
MYS,1984,8.208046666965744,6.7
MYS,1987,8.162804057512634,5.9
MYS,1989,8.282436141873417,4.9
MYS,1992,8.460863634581017,5.0
MYS,1995,8.660661668195443,5.2
MYS,1997,8.776561664448847,1.7
MYS,2003,8.814764280155496,3.2
MYS,2006,8.918624935385537,1.7
MYS,2008,8.984207087579115,1.5
MYS,2011,9.036025375384428,0.4
MYS,2013,9.101061885413454,0.1
MYS,2015,9.17457637603625,0.1
MYS,2018,9.269570612593471,0.0
MYS,2021,9.248432247470918,0.0
NAC,1981,10.349597460386404,0.6
NAC,1982,10.320394378099413,0.7
NAC,1983,10.354299674956419,0.7
NAC,1984,10.414329484789,0.6
NAC,1985,10.446721455837192,0.6
NAC,1986,10.47036619570308,0.6
NAC,1987,10.495476719575944,0.5
NAC,1988,10.527123797630805,0.5
NAC,1989,10.551797096777458,0.5
NAC,1990,10.557418597532301,0.5
NAC,1991,10.541415718305743,0.6
NAC,1992,10.560297348473007,0.6
NAC,1993,10.574405425156131,0.7
NAC,1994,10.602110977438311,0.7
NAC,1995,10.616855106305726,0.6
NAC,1996,10.640777130019561,0.6
NAC,1997,10.672333869370666,0.7
NAC,1998,10.704423575385173,0.8
NAC,1999,10.740297788033239,0.7
NAC,2000,10.77012595538714,0.7
NAC,2001,10.770384361874887,0.8
NAC,2002,10.778805302638979,0.8
NAC,2003,10.796980145070238,0.9
NAC,2004,10.824894132932767,0.9
NAC,2005,10.849680621177328,0.9
NAC,2006,10.867356319225248,0.9
NAC,2007,10.87770961993945,0.9
NAC,2008,10.869930575364487,1.0
NAC,2009,10.834509180136013,0.9
NAC,2010,10.852661893724555,1.0
NAC,2011,10.861279561963146,1.0
NAC,2012,10.875199916371148,1.0
NAC,2013,10.888450928097448,1.0
NAC,2014,10.905462187608274,1.2
NAC,2015,10.924759033218347,1.1
NAC,2016,10.933979772417509,1.0
NAC,2017,10.951267459556206,1.1
NAC,2018,10.973600989866133,1.0
NAC,2019,10.992475075255214,0.9
NAC,2020,10.964301309086501,0.3
NAC,2021,11.021873893522388,0.3
NAC,2022,11.041394607068746,1.2
NAC,2023,11.059299115951958,1.1
NAC,2024,11.07452225895016,0.9
NER,1992,6.097248717464506,88.0
NER,1994,6.05506709934062,88.9
NER,2005,6.009282193524459,83.8
NER,2007,6.02446191192748,82.9
NER,2011,6.075314455587776,68.8
NER,2014,6.179489076453245,60.3
NER,2018,6.241101429750416,59.0
NER,2021,6.255582563253701,60.5
NGA,1985,7.264679391618522,51.1
NGA,1992,7.359588716971446,55.2
NGA,1996,7.255663231207413,60.9
NGA,2003,7.448458786767408,51.1
NGA,2010,7.747366572588008,38.5
NGA,2012,7.784745308155398,37.4
NGA,2015,7.857764540382057,35.8
NGA,2018,7.796378193844972,34.2
NGA,2022,7.720590703201436,41.8
NIC,1993,7.069972219353498,47.1
NIC,1998,7.204946566177612,34.7
NIC,2001,7.301360450231303,26.3
NIC,2005,7.378688293137505,16.5
NIC,2009,7.411991413446985,13.9
NIC,2014,7.604221294344823,6.6
NLD,1983,10.171216020172121,0.7
NLD,1987,10.252937405043541,0.4
NLD,1990,10.351657757567878,1.1
NLD,1993,10.38275950969428,1.4
NLD,1999,10.578947143794764,0.3
NLD,2004,10.637371820838823,0.3
NLD,2005,10.65517124895427,0.1
NLD,2006,10.688326820533101,0.0
NLD,2007,10.72427001308344,0.0
NLD,2008,10.741323621474573,0.2
NLD,2009,10.698839368583005,0.2
NLD,2010,10.70681738979929,0.0
NLD,2011,10.719730738225008,0.1
NLD,2012,10.706203805516967,0.1
NLD,2013,10.702953141663102,0.1
NLD,2014,10.715351812192356,0.1
NLD,2015,10.73190428550867,0.1
NLD,2016,10.750536110988945,0.1
NLD,2017,10.772059348285007,0.2
NLD,2018,10.78855601392628,0.1
NLD,2019,10.804746364866567,0.1
NLD,2020,10.759743047727733,0.0
NLD,2021,10.815385306100119,0.1
NOR,1979,10.559083141312378,0.3
NOR,1986,10.790793840785764,0.2
NOR,1991,10.840215049143843,0.4
NOR,1995,10.97080768002996,0.4
NOR,2000,11.12153101574343,0.3
NOR,2003,11.151989472181164,0.2
NOR,2004,11.188470424309074,0.3
NOR,2005,11.210924628202102,0.2
NOR,2006,11.230945526453903,0.2
NOR,2007,11.254229274664855,0.2
NOR,2008,11.249960336556558,0.2
NOR,2009,11.221084799471472,0.1
NOR,2010,11.218627305853005,0.2
NOR,2011,11.219410881896332,0.1
NOR,2012,11.234124654060826,0.1
NOR,2013,11.234681922978936,0.2
NOR,2014,11.244140217509605,0.1
NOR,2015,11.25442610373778,0.2
NOR,2016,11.258449580291675,0.3
NOR,2017,11.276719163603925,0.3
NOR,2018,11.281160971684233,0.3
NOR,2019,11.289000480774247,0.2
NOR,2020,11.269413931231195,0.3
NOR,2021,11.304662387560173,0.2
NOR,2022,11.33567190472542,0.3
NOR,2023,11.32780954114185,0.2
PAK,1987,6.7916059087860425,80.6
PAK,1990,6.857392756379772,79.5
PAK,1996,6.954530686459436,45.3
PAK,1998,6.93391056496326,50.3
PAK,2001,6.964010536341795,56.2
PAK,2004,7.044901916101283,40.9
PAK,2005,7.0911043024781355,40.8
PAK,2007,7.14310852796464,34.9
PAK,2010,7.136240396308027,26.7
PAK,2011,7.1403196103313915,25.9
PAK,2013,7.177553996570383,21.2
PAK,2015,7.230179450828166,16.9
PAK,2018,7.3535185312701,16.5
PAK,2024,7.399451483539122,23.0
PAN,1979,8.474090180753084,15.6
PAN,1989,8.425772578586036,29.8
PAN,1991,8.551132080184205,27.1
PAN,1995,8.645833413502288,21.1
PAN,1997,8.719749740827606,19.9
PAN,1998,8.780321797364609,19.8
PAN,1999,8.81131291180725,17.7
PAN,2000,8.832901220551138,16.3
PAN,2001,8.822891396180937,20.8
PAN,2002,8.828373623286012,17.2
PAN,2003,8.858948825850266,16.8
PAN,2004,8.918485061185857,15.5
PAN,2005,8.979148437972452,14.5
PAN,2006,9.05461948066611,15.7
PAN,2007,9.159851639183033,13.0
PAN,2008,9.23874851160005,9.0
PAN,2009,9.236696314144593,6.6
PAN,2010,9.277818795181531,7.7
PAN,2011,9.372586666967182,6.1
PAN,2012,9.446857658683653,7.4
PAN,2013,9.490758425869842,5.9
PAN,2014,9.51867390848937,6.4
PAN,2015,9.552699166644704,4.8
PAN,2016,9.580117807598286,4.8
PAN,2017,9.618837255783216,4.3
PAN,2018,9.640540373769173,3.7
PAN,2019,9.655188457057458,2.9
PAN,2021,9.585547937980428,3.3
PAN,2023,9.73371617233685,3.7
PAN,2024,9.748161333338983,3.1
PER,1985,8.116066886178904,6.2
PER,1994,8.005893098859444,25.7
PER,1997,8.111073322278738,26.9
PER,1998,8.08896008703908,25.7
PER,1999,8.086526583387267,26.3
PER,2000,8.097509400669164,25.5
PER,2001,8.089992850389264,27.4
PER,2002,8.131162970700037,24.4
PER,2003,8.161315545801125,22.5
PER,2004,8.199904605893666,23.5
PER,2005,8.251959183297817,25.4
PER,2006,8.316633368645569,21.8
PER,2007,8.391128985115767,18.9
PER,2008,8.471887497983221,15.8
PER,2009,8.476615237408398,13.7
PER,2010,8.550123506290927,11.2
PER,2011,8.604005032808287,10.3
PER,2012,8.655222061188207,9.5
PER,2013,8.703085270909416,8.6
PER,2014,8.716686245139517,8.0
PER,2015,8.737406293698061,8.0
PER,2016,8.762842341065296,7.5
PER,2017,8.772985043676032,7.3
PER,2018,8.793785657037539,6.1
PER,2019,8.798795947456263,5.4
PER,2020,8.671086166197867,10.3
PER,2021,8.787368023895665,5.2
PER,2022,8.805568376673039,4.8
PER,2023,8.791057682517735,5.9
PER,2024,8.814668810861306,5.1
PHL,1985,7.338020674146574,43.3
PHL,1988,7.401253745259378,41.0
PHL,1991,7.412391888477497,40.6
PHL,1994,7.411402885730488,38.8
PHL,1997,7.495685895398368,30.7
PHL,2000,7.491839326239126,25.9
PHL,2003,7.545823915364357,24.3
PHL,2006,7.6546424709858805,26.1
PHL,2009,7.721670169226304,22.0
PHL,2012,7.837452311337028,21.3
PHL,2015,7.975859623618142,14.6
PHL,2018,8.134742160070255,8.3
PHL,2021,8.117006888629858,8.1
PHL,2023,8.228096155182355,5.3
POL,1992,8.484704830817119,0.2
POL,1993,8.51886161659337,0.0
POL,1995,8.643278685946392,2.6
POL,1996,8.701672096847888,9.0
POL,1998,8.80748906159393,0.2
POL,1999,8.853493234847752,0.9
POL,2000,8.909448361418155,0.3
POL,2001,8.921986193049099,0.4
POL,2002,8.94128285768953,0.3
POL,2003,8.976584994360927,0.2
POL,2004,9.02682463093347,2.8
POL,2005,9.059351981618704,1.4
POL,2006,9.120159450938822,0.9
POL,2007,9.186119834635363,0.6
POL,2008,9.228887485080271,0.3
POL,2009,9.254025040861318,0.6
POL,2010,9.288078663514185,0.6
POL,2011,9.33876115251882,0.6
POL,2012,9.353768224666355,0.4
POL,2013,9.36119092788997,0.6
POL,2014,9.400395470924495,0.6
POL,2015,9.444425606744861,0.5
POL,2016,9.474716910374987,0.4
POL,2017,9.524833198869176,0.4
POL,2018,9.585420842170386,0.3
POL,2019,9.630451637076177,0.1
POL,2020,9.621802319314305,0.2
POL,2021,9.70312160873207,0.1
POL,2022,9.75867244865389,0.3
POL,2023,9.764822032158765,0.2
PRT,2003,9.844084684759105,1.1
PRT,2004,9.859422653913747,0.7
PRT,2005,9.865355401039723,0.7
PRT,2006,9.879671806151135,0.2
PRT,2007,9.902465561885503,0.6
PRT,2008,9.90421103740784,0.3
PRT,2009,9.871539189783375,0.2
PRT,2010,9.888307094175856,0.2
PRT,2011,9.872494160627962,0.6
PRT,2012,9.835196007149635,0.9
PRT,2013,9.830794350175609,1.0
PRT,2014,9.843572821075838,0.8
PRT,2015,9.863487163188946,0.7
PRT,2016,9.886484980778611,0.4
PRT,2017,9.921533553239117,0.4
PRT,2018,9.952171739599772,0.4
PRT,2019,9.979021069470727,0.2
PRT,2020,9.892361585498369,0.6
PRT,2021,9.940190631482182,0.3
PRT,2022,10.000744383129602,0.2
PRT,2023,10.017582167929966,0.4
PRY,1990,8.308882445898986,2.5
PRY,1995,8.399577842624682,18.3
PRY,1997,8.410948588333017,14.9
PRY,1999,8.355260127269762,15.0
PRY,2001,8.28724762845027,13.5
PRY,2002,8.272938413850728,19.6
PRY,2003,8.30293959192202,13.8
PRY,2004,8.331187861372,10.7
PRY,2005,8.341238729247996,10.1
PRY,2006,8.377772943908957,14.1
PRY,2007,8.420766507531372,12.6
PRY,2008,8.474006567482823,7.9
PRY,2009,8.461172288554133,9.1
PRY,2010,8.554691295295894,9.4
PRY,2011,8.583390989661925,8.9
PRY,2012,8.562216737174236,6.4
PRY,2013,8.627503530512824,4.1
PRY,2014,8.66466040603197,4.3
PRY,2015,8.679199436438523,4.2
PRY,2016,8.70648354194201,4.2
PRY,2017,8.739237519828748,2.4
PRY,2018,8.756877459781835,3.1
PRY,2019,8.739302001006266,2.4
PRY,2020,8.717550469205571,2.6
PRY,2021,8.744611567412317,1.9
PRY,2022,8.732983069078593,3.2
PRY,2023,8.772189714210445,2.4
PRY,2024,8.805480015823058,2.1
PSE,2004,7.7941704088361705,1.8
PSE,2005,7.875592857307842,1.3
PSE,2006,7.84002472093093,0.5
PSE,2007,7.851655084909431,2.9
PSE,2009,7.951564947228901,0.6
PSE,2010,7.981760966368257,0.6
PSE,2011,8.048183663284643,0.4
PSE,2016,8.15567770387785,1.4
PSE,2023,8.00544278709866,2.1
ROU,1992,8.308716209363201,0.0
ROU,1994,8.365269849402903,18.4
ROU,1995,8.427762461104905,3.5
ROU,1997,8.422149832732378,4.2
ROU,1998,8.403712668228362,3.6
ROU,1999,8.401508735803482,10.9
ROU,2000,8.427117759892157,11.9
ROU,2001,8.491937557090171,9.5
ROU,2002,8.56570711673555,9.1
ROU,2003,8.596061367991172,7.0
ROU,2004,8.700953793057444,5.3
ROU,2005,8.752753767127427,4.2
ROU,2006,8.835905567509409,11.1
ROU,2007,8.92051918100169,8.1
ROU,2008,9.026177532415526,6.0
ROU,2009,8.977761268101364,5.3
ROU,2010,8.94385951387169,6.3
ROU,2011,8.99275285095176,7.1
ROU,2012,9.016061879194224,8.4
ROU,2013,9.022558950116128,8.7
ROU,2014,9.066640191777969,8.9
ROU,2015,9.102422977129411,7.6
ROU,2016,9.136357583933709,5.2
ROU,2017,9.220907043122477,4.9
ROU,2018,9.279322454204783,3.7
ROU,2019,9.323429411747748,3.1
ROU,2020,9.292293508868276,2.4
ROU,2021,9.354122266965353,2.0
ROU,2022,9.399000413166808,1.5
ROU,2023,9.420667506855567,0.7
RUS,1993,8.66542603260341,6.2
RUS,1996,8.452518723538327,7.1
RUS,1997,8.468074237849933,2.7
RUS,1998,8.415273256243886,4.0
RUS,1999,8.48040064506592,7.2
RUS,2000,8.579917537415207,5.1
RUS,2001,8.633901083340453,3.2
RUS,2002,8.684430192041567,2.0
RUS,2003,8.759425956907013,2.1
RUS,2004,8.832978379342993,1.8
RUS,2005,8.898827966431375,1.4
RUS,2006,8.980914248150096,0.9
RUS,2007,9.064204880368637,0.4
RUS,2008,9.11533716653478,0.2
RUS,2009,9.03382609990302,0.2
RUS,2010,9.0773939644645,0.2
RUS,2011,9.118315025569482,0.1
RUS,2012,9.15525154071543,0.1
RUS,2013,9.169678480198696,0.1
RUS,2014,9.158395549600886,0.4
RUS,2015,9.135370444912384,0.4
RUS,2016,9.134465018611492,0.4
RUS,2017,9.150483790102484,0.4
RUS,2018,9.17727851345692,0.2
RUS,2019,9.198472669961488,0.3
RUS,2020,9.172879928950492,0.1
RUS,2021,9.233208722526568,0.2
RUS,2022,9.222181511586156,0.1
RUS,2023,9.264872668059374,0.1
RWA,2000,5.802410355519627,82.3
RWA,2005,6.093587884434929,74.2
RWA,2010,6.362026158320575,70.2
RWA,2013,6.495105376118715,65.2
RWA,2016,6.618469430593194,63.8
RWA,2023,6.9016476700965095,38.6
SAS,1981,6.042673407022942,55.9
SAS,1982,6.052094502048144,54.2
SAS,1983,6.0929692853006685,50.9
SAS,1984,6.109752016780943,50.7
SAS,1985,6.1360386331327375,50.6
SAS,1986,6.159059605179211,50.7
SAS,1987,6.174113636478754,51.3
SAS,1988,6.233742560119167,51.1
SAS,1989,6.265042007445219,50.4
SAS,1990,6.297734605981286,49.7
SAS,1991,6.2915242429120415,49.6
SAS,1992,6.323186381099627,48.9
SAS,1993,6.349518620651661,48.1
SAS,1994,6.3910228383368874,47.4
SAS,1995,6.4405604366470435,47.1
SAS,1996,6.48909951577257,46.8
SAS,2002,6.676564172780308,46.0
SAS,2003,6.731740217814579,45.6
SAS,2004,6.788062660467032,45.0
SAS,2005,6.846060613119133,43.3
SAS,2006,6.9070906134933,40.7
SAS,2007,6.965379024166913,38.1
SAS,2008,6.985917701210225,36.8
SAS,2009,7.043563599164361,34.6
SAS,2010,7.108668133350014,30.4
SAS,2011,7.148404812920183,27.6
SAS,2012,7.190307521732884,25.2
SAS,2013,7.238642073394188,22.8
SAS,2014,7.296560217245272,20.0
SAS,2020,7.499418007673177,9.4
SAS,2021,7.579432548120324,7.9
SAS,2022,7.639979393318186,6.1
SAS,2023,7.696822675884012,4.7
SAS,2024,7.753348653266446,3.8
SEN,1991,6.896322387675233,77.3
SEN,1994,6.840217136084597,72.2
SEN,2001,6.97295189493963,63.9
SEN,2005,7.020235864356541,53.6
SEN,2011,7.038559374972487,53.3
SEN,2018,7.211627659680629,19.1
SEN,2021,7.254559323144008,17.9
SLV,1989,7.733042893463759,24.8
SLV,1991,7.758732287136455,28.9
SLV,1995,7.92780234500189,19.3
SLV,1996,7.9284227072619275,21.2
SLV,1998,7.972576576280139,26.3
SLV,1999,7.9883505731528945,22.4
SLV,2000,7.99459638121267,18.4
SLV,2001,7.999207780250162,19.4
SLV,2002,8.01170764312865,19.5
SLV,2003,8.025243189033683,20.9
SLV,2004,8.033086190447184,16.3
SLV,2005,8.059390407038835,16.4
SLV,2006,8.102389062150724,12.6
SLV,2007,8.119446907115272,9.2
SLV,2008,8.137527187971052,12.6
SLV,2009,8.113070634317651,12.4
SLV,2010,8.131087512584056,11.4
SLV,2011,8.164850747587009,10.1
SLV,2012,8.188777766364051,8.5
SLV,2013,8.206829270823723,7.1
SLV,2014,8.219851257751255,7.0
SLV,2015,8.240211238908092,5.3
SLV,2016,8.262519476250159,5.8
SLV,2017,8.282695460364838,4.6
SLV,2018,8.305524283156728,4.1
SLV,2019,8.329203047532397,3.0
SLV,2021,8.354097037462306,5.1
SLV,2022,8.379300386464532,5.2
SLV,2023,8.407645397126927,4.6
SRB,2002,8.303666378679484,0.4
SRB,2003,8.350849651307245,0.9
SRB,2004,8.417910829984564,1.2
SRB,2005,8.478273221826027,1.6
SRB,2006,8.52047039416079,0.9
SRB,2007,8.599929905320167,0.6
SRB,2008,8.654508269085472,0.3
SRB,2009,8.626587714867293,0.6
SRB,2010,8.64658911734339,0.3
SRB,2012,8.655093837846179,7.1
SRB,2013,8.664463595523246,7.8
SRB,2014,8.651119088732186,8.9
SRB,2015,8.669110789661225,8.4
SRB,2016,8.703665712116246,8.1
SRB,2017,8.732346696907411,6.6
SRB,2018,8.783255271689672,4.2
SRB,2019,8.83502972977784,2.7
SRB,2020,8.832145150727886,2.0
SRB,2021,8.918071263243814,1.7
SRB,2022,8.969917625720775,2.0
SRB,2023,9.012922885538318,1.1
SSF,1990,7.154487067864888,61.5
SSF,1991,7.131281701252339,62.8
SSF,1992,7.099350758172777,63.8
SSF,1993,7.0614778999717425,64.5
SSF,1994,7.045115968972822,64.6
SSF,1995,7.051327528480454,64.4
SSF,1996,7.074698107973685,63.9
SSF,1997,7.08831880629604,63.5
SSF,1998,7.086614447237592,63.4
SSF,1999,7.0815250263143055,63.1
SSF,2000,7.088751251163244,62.4
SSF,2001,7.103286891605131,61.2
SSF,2002,7.13836594556212,60.8
SSF,2003,7.151767910015694,59.9
SSF,2004,7.189309036637969,56.9
SSF,2005,7.220354189840783,55.4
SSF,2006,7.251753897860976,54.3
SSF,2007,7.284066475696845,53.1
SSF,2008,7.307084837358918,51.9
SSF,2009,7.3104481597149995,51.4
SSF,2010,7.341756416227555,49.4
SSF,2011,7.35637039706893,48.4
SSF,2012,7.361839050638793,47.2
SSF,2013,7.385855367342086,46.1
SSF,2014,7.404930458821257,45.3
SSF,2015,7.4069055249673275,45.4
SSF,2016,7.393498275913925,45.1
SSF,2017,7.391960773159771,44.6
SSF,2018,7.393039418481548,44.1
SSF,2019,7.392159709028645,43.9
SSF,2020,7.332964357520018,46.0
SSF,2021,7.342852897453103,46.2
SSF,2022,7.357569930332131,45.7
SSF,2023,7.359725771812354,45.6
SSF,2024,7.37082216283517,45.1
SVK,1992,8.83102537589248,0.1
SVK,1996,9.013453080780012,1.8
SVK,2004,9.279699460413369,0.2
SVK,2005,9.342434676746999,0.3
SVK,2006,9.427884399084137,0.3
SVK,2007,9.530317325613145,0.6
SVK,2008,9.581704697578502,0.5
SVK,2009,9.52374528546728,0.6
SVK,2010,9.588512922038431,0.6
SVK,2011,9.612525006400196,0.6
SVK,2012,9.626393036381128,0.5
SVK,2013,9.632327073899523,0.4
SVK,2014,9.658075972311597,0.9
SVK,2015,9.70759894324071,0.8
SVK,2016,9.725600632169233,1.5
SVK,2017,9.752390722504042,0.6
SVK,2018,9.790823481696595,0.5
SVK,2019,9.81197406976346,0.2
SVK,2020,9.784921131755084,0.3
SVK,2021,9.842061731233246,0.3
SVK,2022,9.850341481768611,0.7
SVK,2023,9.87217092607487,0.5
SVN,1993,9.400823638446155,0.0
SVN,1997,9.57503007394696,0.1
SVN,1998,9.607389530335332,0.0
SVN,1999,9.658014581757303,0.2
SVN,2002,9.746813754520934,0.1
SVN,2003,9.777661305073957,0.0
SVN,2004,9.821477834806354,0.1
SVN,2005,9.857562856160202,0.1
SVN,2006,9.911779694656975,0.1
SVN,2007,9.975146646136327,0.0
SVN,2008,10.006731492835778,0.0
SVN,2009,9.918751406550351,0.0
SVN,2010,9.925450595902388,0.0
SVN,2011,9.929906263605451,0.0
SVN,2012,9.89821717830354,0.0
SVN,2013,9.88858803395893,0.0
SVN,2014,9.914858072395745,0.0
SVN,2015,9.937757320976354,0.0
SVN,2016,9.966918220256982,0.0
SVN,2017,10.01671638905634,0.0
SVN,2018,10.055949664620233,0.0
SVN,2019,10.083438806338028,0.0
SVN,2020,10.035033446477938,0.0
SVN,2021,10.11315839497574,0.0
SVN,2022,10.137599370599515,0.0
SVN,2023,10.157117692400249,0.0
SWE,1975,10.220646080188796,0.5
SWE,1981,10.276008664655187,0.4
SWE,1987,10.420343243776106,0.2
SWE,1992,10.424476820666394,0.2
SWE,1995,10.464942045594261,0.5
SWE,2000,10.634936147948784,0.1
SWE,2001,10.645767748729286,0.2
SWE,2002,10.665035125343998,0.1
SWE,2003,10.679949747314154,0.4
SWE,2004,10.71696275248944,0.5
SWE,2005,10.740511737024276,1.1
SWE,2006,10.780587292644292,0.4
SWE,2007,10.804911375886864,0.5
