iso,year,cons_prod_ratio,openness
KOR,2007,1.2307052398942708,71.3239614988013
KOR,2008,1.2098390878830605,92.0833544961819
KOR,2009,1.0670577516641255,83.1246099057162
KOR,2010,1.1013562966589772,88.0278677123124
KOR,2011,1.0957200578080113,101.68061646213
KOR,2012,1.0590595006234642,101.51727207905
KOR,2013,1.0554287001974532,94.1675235855873
KOR,2014,1.1038171747441077,86.9342577972039
KOR,2015,1.066385252066852,75.3881774564907
KOR,2016,1.0493859673874535,69.8997221316919
KOR,2017,1.072232738561762,73.1921408264016
KOR,2018,1.1179732276485483,74.7075162140824
KOR,2019,1.1384363459639502,71.4470632403511
KOR,2020,1.1412302512909238,65.544957860621
KOR,2021,1.1647802621434078,75.3063047610912
KWT,1990,0.9369305126376675,103.011000150739
KWT,1991,0.04002198876625577,142.612954265862
KWT,1992,1.0118249503082573,94.6880649671661
KWT,1993,0.8958769806561845,92.057035197515
KWT,1994,0.8697109927529905,93.1842842757839
KWT,1995,0.8675328368554823,94.3196243483405
KWT,1996,0.8872662648740535,91.4721447434007
KWT,1997,0.860160310050207,92.4435465476229
KWT,1998,0.9510300510300511,94.9598431670145
KWT,1999,0.6816737768902604,85.3681145511849
KWT,2000,0.5427791924336123,86.618324503254
KWT,2001,0.6062179671510005,86.8504672897196
KWT,2002,0.6904548025418372,81.2251941328732
KWT,2003,0.9138435934774608,86.5551755074577
KWT,2004,0.8963328524789309,89.2976416790834
KWT,2005,0.9871205521677947,92.2426800942645
KWT,2006,0.9252184408700902,89.7130931980522
KWT,2007,0.9665308234685296,91.7325033915889
KWT,2008,0.9374245043935483,92.6834562516721
KWT,2009,0.9150981628242076,88.8110649851457
KWT,2010,0.9256027017086301,97.0280216600064
KWT,2011,0.9363174260765798,99.1164927646913
KWT,2012,0.8411181707690636,101.011435104032
KWT,2013,0.9876937156068252,97.6054913328151
KWT,2014,1.071072352454863,100.037189841844
KWT,2015,1.1587277773610383,98.6999884455485
KWT,2016,1.0327728588046414,96.1576723758617
KWT,2017,1.0062293770622937,97.840046457409
KWT,2018,1.0249870672405883,102.785630655
KWT,2019,1.0332237659334569,91.6857123895953
KWT,2020,1.0842591256672918,82.0125101293052
KWT,2021,1.0938670065665934,82.0003751775886
LAO,1990,1.6530214424951266,35.8472084769786
LAO,1991,1.6684981684981683,38.1823216438676
LAO,1992,1.6357504215851602,44.1307586141721
LAO,1993,1.640856672158155,52.6288120122103
LAO,1994,1.7385103011093501,64.809269997254
LAO,1995,1.8002980625931444,60.5544661404946
LAO,1996,1.596281540504648,63.7571736099789
LAO,1997,1.5934343434343434,65.1569707659458
LAO,1998,1.5621951219512196,84.2695405093512
LAO,1999,1.4125295508274234,80.0584561654881
LAO,2000,3.1239583333333334,68.8373013678325
LAO,2001,2.891406987724268,65.8994368798482
LAO,2002,2.8542024013722127,67.2549028523532
LAO,2003,1.828009828009828,60.572095882788
LAO,2004,2.015600624024961,66.0797516222837
LAO,2005,1.9857890800299176,71.7926462737852
LAO,2006,1.9339783722253843,81.9613754162421
LAO,2007,1.9526143790849673,79.2126289035269
LAO,2008,2.0018770530267482,81.8491820941317
LAO,2009,1.881514810648669,76.930826218652
LAO,2010,0.8403865378207264,84.7203378916677
LAO,2011,0.7720374556021957,91.6986958680216
LAO,2012,0.8013822115384616,98.1851264313662
LAO,2013,0.8370652691757978,98.1791466159604
LAO,2014,0.8437143509012092,99.0597382933399
LAO,2015,0.8460533478497549,85.798321703681
LAO,2016,0.4666300969098555,75.0918909204124
LKA,1990,0.8540241977906364,68.243915172911
LKA,1991,0.8690041392744094,67.5959123930763
LKA,1992,0.835385226370135,72.8037565573982
